title	link	description	image_link	stock	price	brand	sku	upc	category	additional_image_link	sale_price	sale_price_effective_date
DJI Osmo X5 Pro Combo	https://www.dronenerds.com/products/gimbals/osmo-series/dji-osmo-x5-pro-bundle-osmox5bundle-dji.html	Osmo Handle Kit (Handle, Phone Holder, Charger)  4 Extra Osmo Battery  Osmo X5 Adapter  X5 Camera With Lens	https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_pro_2.jpg	Backorder	1999.00	DJI	OSMOPROCOMBO	Does Not Apply	All Products, All Products > Gimbals > Osmo Series	https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_part_37_x5_adapter__2__2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_p1_1_6.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_pp2_2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_-_dji_fm-15_fleximic.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_-_external_battery_extender.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_-_quad_charging_system__adapter_excluded__1.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_-_57w_power_adapter_na_1.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_osmo_pro_-_carrying_case_1.jpg	1799.00 USD	
Zenmuse X5R - 512GB SSD (Qty 3)	https://www.dronenerds.com/products/parts/storage/zenmuse-x5r-ssd-512gb-3-pieces-x5rssd512qty3-dji.html	Capacity: 512 GB  Dimensions: 84 mm × 38 mm × 6.5 mm  Weight: 33 g	https://www.dronenerds.com/media/catalog/product/l/a/large____-2.jpg	Backorder	2499.00	DJI	CP.BX.000122	Does Not Apply	All Products, All Products > Accessories > Storage, All Products > Cameras & Sensors > Professional Cameras > DJI Zenmuse > Zenmuse X5 Series, All Products > Cameras & Sensors > Professional Cameras > DJI Zenmuse > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__2_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__1_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__3_.jpg		
Zenmuse X5R - 512GB SSD	https://www.dronenerds.com/products/parts/storage/zenmuse-x5r-512gb-ssd-x5rssd512-dji.html	Capacity: 512 GB  Dimensions: 84 mm × 38 mm × 6.5 mm  Weight: 33 g	https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__1__1.jpg	Backorder	749.00	DJI	CP.BX.000120	Does Not Apply	All Products, All Products > Accessories > Storage, All Products > Cameras & Sensors > Professional Cameras > DJI Zenmuse > Zenmuse X5 Series, All Products > Cameras & Sensors > Professional Cameras > DJI Zenmuse > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__2__1.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_large_zenmuse_x5r_part2_ssd__3__1.jpg		
DJI Lightbridge 2 Ground Unit (Part 1)	https://www.dronenerds.com/products/parts/remote-controllers/dji-lightbridge-2-ground-unit-lb2groundunit-dji.html	Low-Latency HD Video Downlink  Up to 1.2 Mile Range Line-of-Sight  Picture-in-Picture for Second FPV Camera  View Video and OSD on Mobile Device  SDI and mini-HDMI Outputs on Controller  USB Port for Mobile Device Connection	https://www.dronenerds.com/media/catalog/product/l/a/large_lightbridge_2_ground_unit__3_.jpg	In Stock	689.00	DJI	CP.AL.000024	Does Not Apply	All Products, All Products > Accessories > Remote Controllers, All Products > Accessories > Replacement Parts > FPV	https://www.dronenerds.com/media/catalog/product/l/a/large_lightbridge_2_ground_unit__2_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_lightbridge_2_ground_unit__1_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_lightbridge_2_ground_unit__7_.jpg		
DJI Matrice 100 Smarter Farming Kit - Powered by PrecisionHawk	https://www.dronenerds.com/products/drones/enterprise-drones/matrice/bundles/dji-matrice-100-smarter-farming-kit-powered-by-precisionhawk-m100farmerkit-dji.html	1x M100 Matrice platform  5x TB48 batteries  Zenmuse X3 Camera  Zenmuse X3 Multispectral Camera  Weather resistant hard shell carry case  1-yr DataMapper Standard license  InFeld Desktop software data management  InFlight mobile app for mission planning	https://www.dronenerds.com/media/catalog/product/2/_/2_1.jpg	Backorder	8300.00	DJI	CP.TP.000147	190021014558	All Products, All Products > Drones > Enterprise Drones > DJI Matrice 100, All Products > Drones > Enterprise Drones > DJI Matrice 100 > Bundles	https://www.dronenerds.com/media/catalog/product/1/_/1.png, https://www.dronenerds.com/media/catalog/product/f/a/farmer.jpg		
LowePro DroneGuard Tool Organizer Kit	https://www.dronenerds.com/products/lowepro-droneguard-kit-lp36910-dronenerds.html	Enthusiast quadcopter drones with X-frame form factor (such as DJI Phantom, Ghost Aerial, 3DR IRIS and Blade 350 QX3)  Multiple action video cameras (such as GoPro)  Multiple props/blades  Tools (such as screwdriver, pliers, etc.) and manuals	https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_065_sq_1.jpg	In Stock	119.95	LowePro	LP36910	056035369100	All Products	https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_170_sq_1.jpg, https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_3_sq_1.jpg, https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_closeup_gimbal_sq_1.jpg, https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_drone2_sq_1.jpg, https://www.dronenerds.com/media/catalog/product/d/r/droneguard_kit_361_sq_1.jpg		
DJI Matrice 600 X3/X5 Gimbal Mounting Bracket (Part 1)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-x3-x5-gimbal-mounting-bracket-part-1-m600part1-dji.html	Matrice 600 Part 1  Bracket for X3 or X5	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part01-zenmuse_x3x5_3_.jpg	In Stock	200.00	DJI	CP.SB.000253	Does Not Apply	All Products, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part01-zenmuse_x3x5_7_.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part01-zenmuse_x3x5_5_.jpg		
DJI Matrice 600 Z15 Series Gimbal Connector (Part 2)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-z15-series-gimbal-connector-part-2-m600part2-dji.html	Matrice 600 Part 2  Gimbal Connector for Z15 Series	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part02-z15_4_.jpg	Backorder	75.00	DJI	CP.SB.000254	Does Not Apply	All Products, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part02-z15_1_.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part02-z15_3_.jpg		
DJI Matrice 600 Upper Extension Bay Kit (Part 4)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-upper-extension-bay-kit-part-4-m600part4-dji.html	Matrice 600 Part 4  Upper Extension Bay Kit	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part04-_3_.jpg	In Stock	55.00	DJI	CP.SB.000256	Does Not Apply	All Products, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part04-_4_.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part04-_7_.jpg		
DJI Matrice 600 Intelligent Flight Battery TB47S (Part 9)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-intelligent-flight-battery-tb47s-part-9-m600part9-dji.html	Matrice 600 Part 9  Intelligent Flight Battery TB47S	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_3_.jpg	In Stock	209.00	DJI	M600PART9	Does Not Apply	All Products, All Products > Accessories > Batteries & Power, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_1_.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_5_.jpg		
DJI Matrice 600 Intelligent Flight Battery TB47S (6 Pack)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-intelligent-flight-battery-tb47s-6-pack-m600tb47s-6pack-dji.html	Matrice 600 Part 9  Intelligent Flight Battery TB47S - 6 Pack	https://www.dronenerds.com/media/catalog/product/u/n/untitled-1_4.jpg	In Stock	1150.00	DJI	CP.SB.000287	Does Not Apply	All Products, All Products > Accessories > Batteries & Power, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Bundles, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_1__1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_3__1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_600-part09-_tb47s_6_5__1.jpg		
RED 2B-TO-1B LEMO Power Cable (10')	https://www.dronenerds.com/products/red/red-parts/red-2b-to-1b-lemo-power-cable-10-790-0556-red.html	 NOT compatible with RED ONE®   RED ONE DC Power Cable (10’) is required to power a RED ONE using the RED CHARGER   measured from end-to-end of cable including connectors	https://www.dronenerds.com/media/catalog/product/r/e/red-2b-to-1b-lemo_power-cable-10ft_1_.png	In Stock	250.00	Red	790-0556	Does Not Apply	All Products > Accessories > Replacement Parts > Cables			
DSMC Battery Belt Clip	https://www.dronenerds.com/products/red/red-parts/power/dsmc-battery-belt-clip-790-0291-red.html	portable power solution for RED BRICK batteries when using lightweight hand-held configurations  1B power cable is approximately 5.5 feet in length  clips directly onto a belt or other carrying point	https://www.dronenerds.com/media/catalog/product/d/s/dsmc-battery-belt-clip2.jpg	In Stock	325.00	Red	790-0291	Does Not Apply	All Products > Accessories > Batteries & Power	https://www.dronenerds.com/media/catalog/product/d/s/dsmc-battery-belt-clip.jpg		
DJI A3 Upgrade Kit	https://www.dronenerds.com/products/parts/replacement-parts/flight-controllers/dji-a3-upgrade-kit-a3upgkit-dji.html	The A3 can be upgraded to A3 Pro by using two A3 Upgrade Kits.	https://www.dronenerds.com/media/catalog/product/l/a/large_a3_upgrade_kit__3_.jpg	Backorder	459.00	DJI	A3UPGKIT	Does Not Apply	All Products, All Products > Accessories > Replacement Parts > GPS, All Products > Accessories > Replacement Parts > Flight Controllers, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_a3_upgrade_kit.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_a3_upgrade_kit__4_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_a3_upgrade_kit__2_.jpg		
LCD/EVF CABLE (Right-to-Right) 32"	https://www.dronenerds.com/products/red/red-parts/displays/lcd-evf-cable-right-to-right-32-790-0449-red.html	 two 90 degree connectors  provides a clean, high-resolution video feed from an LCD/EVF port to your RED LCD or EVF display  32 inches	https://www.dronenerds.com/media/catalog/product/l/c/lcd_evfcable_3.png	In Stock	260.00	Red	790-0449	Does Not Apply	All Products > Accessories > Replacement Parts > Cables			
LCD/EVF Cable (Right-to-Straight) 18"	https://www.dronenerds.com/products/red/red-parts/displays/lcd-evf-cable-right-to-straight-18-790-0153-red.html	right angle-to-straight configuration  braided cable  18 inches (measured end to end including connectors	https://www.dronenerds.com/media/catalog/product/e/v/evf-lcd-cable_20.png	In Stock	240.00	Red	790-0153	Does Not Apply	All Products > Accessories > Replacement Parts > Cables			
LCD/EVF Cable (Right-to-Straight) 4ft	https://www.dronenerds.com/products/red/red-parts/displays/lcd-evf-cable-right-to-straight-4ft-790-0161-red.html	 provides a universal high-resolution connection to any RED display   right angle-to-straight configuration   braided cable   4 feet (length measured end to end including connectors	https://www.dronenerds.com/media/catalog/product/e/v/evf-lcd-cable_20_1.png	In Stock	270.00	Red	790-0161	Does Not Apply	All Products > Accessories > Replacement Parts > Cables			
Phantom 4 Car Charger (Part 42)	https://www.dronenerds.com/products/parts/replacement-parts/phantom-4-parts/phantom-4-car-charger-part-42-cp-pt-000377-dji.html	Phantom 4 Car Charger  Part 42	https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_42_car_charger_kit__7_.jpg	In Stock	89.00	DJI	CP.PT.000377	190021006379	All Products, All Products > Accessories > Batteries & Power, All Products > Accessories > Replacement Parts > Phantom 4 Parts, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_42_car_charger_kit__1_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_42_car_charger_kit__6_.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_42_car_charger_kit__8_.jpg		
Phantom 3 USB Charger Battery 2PIN to DC Power Cable (Part 135)	https://www.dronenerds.com/products/drones/consumer-drones/phantom4v2/parts-accessories/phantom-3-usb-charger-battery-2pin-to-dc-power-cable-part-135-cp-qt-000272-dji.html	Phantom 3 USB Charger Battery  Part 135	https://www.dronenerds.com/media/catalog/product/l/a/large_dji_battery__2_pin__to_dc_power_cable_2.jpg	In Stock	5.09	DJI	CP.QT.000272	6958265125515	All Products, All Products > Accessories > Batteries & Power, All Products > Accessories > Replacement Parts > Cables, All Products > Accessories > Replacement Parts > Phantom 3 Parts, All Products > Drones > Consumer Drones > DJI Phantom 3 > Parts & Upgrades, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_dji_battery__2_pin__to_dc_power_cable_1.jpg		
Phantom 4 Battery Charging Hub (Part 8)	https://www.dronenerds.com/products/parts/replacement-parts/phantom-4-parts/phantom-4-battery-charging-hub-part-8-p4batteryhub-dji.html	Phantom 4 Battery Charging Hub  Part 8 for Phantom 4  Charge up to 3 batteries	https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_8_______1__2.jpg	In Stock	109.00	DJI	CP.PT.000343	190021006041	All Products, All Products > Accessories > Batteries & Power, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2, All Products > Accessories > Replacement Parts > Phantom 4 Parts, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_8_______8__2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_8_______9__2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_p4_part_8_______7__2.jpg		
Phantom 4 DJI Battery 10 PIN-A to DC Power Cable (Part 56)	https://www.dronenerds.com/products/parts/replacement-parts/phantom-4-parts/phantom-4-dji-battery-10-pin-a-to-dc-power-cable-part-56-cp-qt-000271-dji.html	DJI Battery 10 PIN-A to DC Power Cable  Part 56 for Phantom 4	https://www.dronenerds.com/media/catalog/product/l/a/large_dji_battery__10_pin-a__to_dc_power_cable_1.jpg	In Stock	8.00	DJI	CP.QT.000271	6958265125508	All Products, All Products > Accessories > Batteries & Power, All Products > Accessories > Replacement Parts > Cables, All Products > Accessories > Replacement Parts > Phantom 4 Parts, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_dji_battery__10_pin-a__to_dc_power_cable_2.jpg		
DJI Matrice 600 TB48S Intelligent Flight Battery	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-tb48s-intelligent-flight-battery-cp-sb-000288-dji.html	Capacity: 5700mAh  Max flight time: approximately 22 minutes  Only compatible with the Matrice 600	https://www.dronenerds.com/media/catalog/product/l/a/large_tb48s_1.jpg	In Stock	245.00	DJI	CP.SB.000288	6958265114694	All Products, All Products > Accessories > Batteries & Power, All Products > Drones > Professional Drones > DJI Inspire 1 > Parts & Accessories, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_tb48s_2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_tb48s_3.jpg		
DJI Matrice 600 Aircraft Arm Carbon Tube (Part 34)	https://www.dronenerds.com/products/drones/enterprise-drones/matrice600/parts-accessories/dji-matrice-600-aircraft-arm-carbon-tube-part-34-cp-sb-000274-dji.html	Matrice 600 Aircraft Arm Carbon Tube is applicable to all arms.  Matrice 600 Part 34  Only compatible with the Matrice 600	https://www.dronenerds.com/media/catalog/product/l/a/large_m600_aircraft_arm_carbon_tube_1.jpg	Backorder	25.00	DJI	CP.SB.000274	6958265114564	All Products, All Products > Drones > Professional Drones > DJI Inspire 1 > Parts & Accessories, All Products > Drones > Enterprise Drones > DJI Matrice 600 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_m600_aircraft_arm_carbon_tube_2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_m600_aircraft_arm_carbon_tube_3.jpg		
Ronin-MX HDMI to Micro HDMI Cable for SRW-60G (Part 9)	https://www.dronenerds.com/products/gimbals/ronin-mx/parts-accessories/ronin-mx-hdmi-to-micro-hdmi-cable-for-srw-60g-part-9-cp-zm-000442-dji.html	HDMI to Micro HDMI Cable for SRW-60G  Ronin-MX Part 9	https://www.dronenerds.com/media/catalog/product/l/a/large_ronin-mx_part_9_srw-60g_a_d_hdmi__2.jpg	Backorder	15.00	DJI	CP.ZM.000442	6958265127526	All Products, All Products > Gimbals > DJI Ronin-MX / Ronin-M, All Products > Accessories > Replacement Parts > Cables, All Products > Gimbals > DJI Ronin-MX / Ronin-M > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_ronin-mx_part_9_srw-60g_a_d_hdmi__1.jpg		
